rank,school,year,champion
15,Hampton,2002,False
1,Kansas,2002,False
16,Holy Cross,2002,False
8,Stanford,2002,False
9,Western Kentucky,2002,False
5,Florida,2002,False
12,Creighton,2002,False
4,Illinois,2002,False
13,San Diego State,2002,False
6,Texas,2002,False
11,Boston College,2002,False
3,Mississippi State,2002,False
14,McNeese State,2002,False
7,Wake Forest,2002,False
10,Pepperdine,2002,False
2,Oregon,2002,False
15,Montana,2002,False
1,Duke,2002,False
16,Winthrop,2002,False
8,Notre Dame,2002,False
9,Charlotte,2002,False
5,Indiana,2002,False
12,Utah,2002,False
4,USC,2002,False
13,UNC Wilmington,2002,False
6,California,2002,False
11,Penn,2002,False
3,Pitt,2002,False
14,Central Connecticut,2002,False
7,Oklahoma State,2002,False
10,Kent State,2002,False
2,Alabama,2002,False
15,Florida Atlantic,2002,False
1,Cincinnati,2002,False
16,Boston University,2002,False
8,UCLA,2002,False
9,Ole Miss,2002,False
5,Miami (FL),2002,False
12,Missouri,2002,False
4,Ohio State,2002,False
13,Davidson,2002,False
6,Gonzaga,2002,False
11,Wyoming,2002,False
3,Arizona,2002,False
14,UCSB,2002,False
7,Xavier,2002,False
10,Hawaii,2002,False
2,Oklahoma,2002,False
15,UIC,2002,False
1,Oklahoma,2003,False
16,South Carolina State,2003,False
8,California,2003,False
9,NC State,2003,False
5,Mississippi State,2003,False
12,Butler,2003,False
4,Louisville,2003,False
13,Austin Peay,2003,False
6,Oklahoma State,2003,False
11,Penn,2003,False
3,Syracuse,2003,True
14,Manhattan,2003,False
7,St. Joseph's,2003,False
10,Auburn,2003,False
2,Wake Forest,2003,False
15,ETSU,2003,False
1,Kentucky,2003,False
16,IU Indianapolis,2003,False
8,Oregon,2003,False
9,Utah,2003,False
5,Wisconsin,2003,False
12,Weber State,2003,False
4,Dayton,2003,False
13,Tulsa,2003,False
6,Missouri,2003,False
11,Southern Illinois,2003,False
3,Marquette,2003,False
14,Holy Cross,2003,False
7,Indiana,2003,False
10,Alabama,2003,False
2,Pitt,2003,False
15,Wagner,2003,False
1,Texas,2003,False
16,UNC Asheville,2003,False
8,LSU,2003,False
9,Purdue,2003,False
5,UConn,2003,False
12,BYU,2003,False
4,Stanford,2003,False
13,San Diego,2003,False
6,Maryland,2003,False
11,UNC Wilmington,2003,False
3,Xavier,2003,False
14,Troy,2003,False
7,Michigan State,2003,False
10,Colorado,2003,False
2,Florida,2003,False
15,Sam Houston,2003,False
1,Arizona,2003,False
16,Vermont,2003,False
8,Cincinnati,2003,False
9,Gonzaga,2003,False
5,Notre Dame,2003,False
12,Milwaukee,2003,False
4,Illinois,2003,False
13,Western Kentucky,2003,False
6,Creighton,2003,False
11,Central Michigan,2003,False
3,Duke,2003,False
14,Colorado State,2003,False
7,Memphis,2003,False
10,Arizona State,2003,False
2,Kansas,2003,False
15,Utah State,2003,False
1,Duke,2004,False
16,Alabama State,2004,False
8,Seton Hall,2004,False
9,Arizona,2004,False
5,Illinois,2004,False
12,Murray State,2004,False
4,Cincinnati,2004,False
13,ETSU,2004,False
6,UNC,2004,False
11,Air Force,2004,False
3,Texas,2004,False
14,Princeton,2004,False
7,Xavier,2004,False
10,Louisville,2004,False
2,Mississippi State,2004,False
15,Monmouth,2004,False
1,St. Joseph's,2004,False
16,Liberty,2004,False
8,Texas Tech,2004,False
9,Charlotte,2004,False
5,Florida,2004,False
12,Manhattan,2004,False
4,Wake Forest,2004,False
13,VCU,2004,False
6,Wisconsin,2004,False
11,Richmond,2004,False
3,Pitt,2004,False
14,UCF,2004,False
7,Memphis,2004,False
10,South Carolina,2004,False
2,Oklahoma State,2004,False
15,Eastern Washington,2004,False
1,Stanford,2004,False
16,UTSA,2004,False
8,Alabama,2004,False
9,Southern Illinois,2004,False
5,Syracuse,2004,False
12,BYU,2004,False
4,Maryland,2004,False
13,UTEP,2004,False
6,Vanderbilt,2004,False
11,Western Michigan,2004,False
3,NC State,2004,False
14,Louisiana,2004,False
7,DePaul,2004,False
10,Dayton,2004,False
2,UConn,2004,True
15,Vermont,2004,False
1,Kentucky,2004,False
16,Florida A&M,2004,False
8,Washington,2004,False
9,UAB,2004,False
5,Providence,2004,False
12,Pacific,2004,False
4,Kansas,2004,False
13,UIC,2004,False
6,Boston College,2004,False
11,Utah,2004,False
3,Georgia Tech,2004,False
14,Northern Iowa,2004,False
7,Michigan State,2004,False
10,Nevada,2004,False
2,Gonzaga,2004,False
15,Valparaiso,2004,False
1,Washington,2005,False
16,Montana,2005,False
8,Pacific,2005,False
9,Pitt,2005,False
5,Georgia Tech,2005,False
12,George Washington,2005,False
4,Louisville,2005,False
13,Louisiana,2005,False
6,Texas Tech,2005,False
11,UCLA,2005,False
3,Gonzaga,2005,False
14,Winthrop,2005,False
7,West Virginia,2005,False
10,Creighton,2005,False
2,Wake Forest,2005,False
15,Chattanooga,2005,False
1,Duke,2005,False
16,Delaware State,2005,False
8,Stanford,2005,False
9,Mississippi State,2005,False
5,Michigan State,2005,False
12,Old Dominion,2005,False
4,Syracuse,2005,False
13,Vermont,2005,False
6,Utah,2005,False
11,UTEP,2005,False
3,Oklahoma,2005,False
14,Niagara,2005,False
7,Cincinnati,2005,False
10,Iowa,2005,False
2,Kentucky,2005,False
15,Eastern Kentucky,2005,False
1,Illinois,2005,False
16,FDU,2005,False
8,Texas,2005,False
9,Nevada,2005,False
5,Alabama,2005,False
12,Milwaukee,2005,False
4,Boston College,2005,False
13,Penn,2005,False
6,LSU,2005,False
11,UAB,2005,False
3,Arizona,2005,False
14,Utah State,2005,False
7,Southern Illinois,2005,False
10,Saint Mary's,2005,False
2,Oklahoma State,2005,False
15,Southeastern Louisiana,2005,False
1,UNC,2005,True
16,Oakland,2005,False
8,Minnesota,2005,False
9,Iowa State,2005,False
5,Villanova,2005,False
12,New Mexico,2005,False
4,Florida,2005,False
13,Ohio,2005,False
6,Wisconsin,2005,False
11,Northern Iowa,2005,False
3,Kansas,2005,False
14,Bucknell,2005,False
7,Charlotte,2005,False
10,NC State,2005,False
2,UConn,2005,False
15,UCF,2005,False
1,Duke,2006,False
16,Southern,2006,False
8,George Washington,2006,False
9,UNC Wilmington,2006,False
5,Syracuse,2006,False
12,Texas A&M,2006,False
4,LSU,2006,False
13,Iona,2006,False
6,West Virginia,2006,False
11,Southern Illinois,2006,False
3,Iowa,2006,False
14,Northwestern State,2006,False
7,California,2006,False
10,NC State,2006,False
2,Texas,2006,False
15,Penn,2006,False
1,Villanova,2006,False
16,Monmouth,2006,False
8,Arizona,2006,False
9,Wisconsin,2006,False
5,Nevada,2006,False
12,Montana,2006,False
4,Boston College,2006,False
13,Pacific,2006,False
6,Oklahoma,2006,False
11,Milwaukee,2006,False
3,Florida,2006,True
14,South Alabama,2006,False
7,Georgetown,2006,False
10,Northern Iowa,2006,False
2,Ohio State,2006,False
15,Davidson,2006,False
1,Memphis,2006,False
16,Oral Roberts,2006,False
8,Arkansas,2006,False
9,Bucknell,2006,False
5,Pitt,2006,False
12,Kent State,2006,False
4,Kansas,2006,False
13,Bradley,2006,False
6,Indiana,2006,False
11,San Diego State,2006,False
3,Gonzaga,2006,False
14,Xavier,2006,False
7,Marquette,2006,False
10,Alabama,2006,False
2,UCLA,2006,False
15,Belmont,2006,False
1,UConn,2006,False
16,Albany (NY),2006,False
8,Kentucky,2006,False
9,UAB,2006,False
5,Washington,2006,False
12,Utah State,2006,False
4,Illinois,2006,False
13,Air Force,2006,False
6,Michigan State,2006,False
11,George Mason,2006,False
3,UNC,2006,False
14,Murray State,2006,False
7,Wichita State,2006,False
10,Seton Hall,2006,False
2,Tennessee,2006,False
15,Winthrop,2006,False
1,UNC,2007,False
16,Eastern Kentucky,2007,False
8,Marquette,2007,False
9,Michigan State,2007,False
5,USC,2007,False
12,Arkansas,2007,False
4,Texas,2007,False
13,New Mexico State,2007,False
6,Vanderbilt,2007,False
11,George Washington,2007,False
3,Washington State,2007,False
14,Oral Roberts,2007,False
7,Boston College,2007,False
10,Texas Tech,2007,False
2,Georgetown,2007,False
15,Belmont,2007,False
1,Florida,2007,True
16,Jackson State,2007,False
8,Arizona,2007,False
9,Purdue,2007,False
5,Butler,2007,False
12,Old Dominion,2007,False
4,Maryland,2007,False
13,Davidson,2007,False
6,Notre Dame,2007,False
11,Winthrop,2007,False
3,Oregon,2007,False
14,Miami (OH),2007,False
7,UNLV,2007,False
10,Georgia Tech,2007,False
2,Wisconsin,2007,False
15,Texas A&M-Corpus Christi,2007,False
1,Ohio State,2007,False
16,Central Connecticut,2007,False
8,BYU,2007,False
9,Xavier,2007,False
5,Tennessee,2007,False
12,Long Beach State,2007,False
4,Virginia,2007,False
13,Albany (NY),2007,False
6,Louisville,2007,False
11,Stanford,2007,False
3,Texas A&M,2007,False
14,Penn,2007,False
7,Nevada,2007,False
10,Creighton,2007,False
2,Memphis,2007,False
15,North Texas,2007,False
1,Kansas,2007,False
16,Niagara,2007,False
8,Kentucky,2007,False
9,Villanova,2007,False
5,Virginia Tech,2007,False
12,Illinois,2007,False
4,Southern Illinois,2007,False
13,Holy Cross,2007,False
6,Duke,2007,False
11,VCU,2007,False
3,Pitt,2007,False
14,Wright State,2007,False
7,Indiana,2007,False
10,Gonzaga,2007,False
2,UCLA,2007,False
15,Weber State,2007,False
1,UNC,2008,False
16,Mount St. Mary's,2008,False
8,Indiana,2008,False
9,Arkansas,2008,False
5,Notre Dame,2008,False
12,George Mason,2008,False
4,Washington State,2008,False
13,Winthrop,2008,False
6,Oklahoma,2008,False
11,St. Joseph's,2008,False
3,Louisville,2008,False
14,Boise State,2008,False
7,Butler,2008,False
10,South Alabama,2008,False
2,Tennessee,2008,False
15,American,2008,False
1,Kansas,2008,True
16,Portland State,2008,False
8,UNLV,2008,False
9,Kent State,2008,False
5,Clemson,2008,False
12,Villanova,2008,False
4,Vanderbilt,2008,False
13,Siena,2008,False
6,USC,2008,False
11,Kansas State,2008,False
3,Wisconsin,2008,False
14,Cal State Fullerton,2008,False
7,Gonzaga,2008,False
10,Davidson,2008,False
2,Georgetown,2008,False
15,UMBC,2008,False
1,Memphis,2008,False
16,UT Arlington,2008,False
8,Mississippi State,2008,False
9,Oregon,2008,False
5,Michigan State,2008,False
12,Temple,2008,False
4,Pitt,2008,False
13,Oral Roberts,2008,False
6,Marquette,2008,False
11,Kentucky,2008,False
3,Stanford,2008,False
14,Cornell,2008,False
7,Miami (FL),2008,False
10,Saint Mary's,2008,False
2,Texas,2008,False
15,Austin Peay,2008,False
1,UCLA,2008,False
16,Mississippi Valley State,2008,False
8,BYU,2008,False
9,Texas A&M,2008,False
5,Drake,2008,False
12,Western Kentucky,2008,False
4,UConn,2008,False
13,San Diego,2008,False
6,Purdue,2008,False
11,Baylor,2008,False
3,Xavier,2008,False
14,Georgia,2008,False
7,West Virginia,2008,False
10,Arizona,2008,False
2,Duke,2008,False
15,Belmont,2008,False
1,Pitt,2009,False
16,ETSU,2009,False
8,Oklahoma State,2009,False
9,Tennessee,2009,False
5,Florida State,2009,False
12,Wisconsin,2009,False
4,Xavier,2009,False
13,Portland State,2009,False
6,UCLA,2009,False
11,VCU,2009,False
3,Villanova,2009,False
14,American,2009,False
7,Texas,2009,False
10,Minnesota,2009,False
2,Duke,2009,False
15,Binghamton,2009,False
1,Louisville,2009,False
16,Morehead State,2009,False
8,Ohio State,2009,False
9,Siena,2009,False
5,Utah,2009,False
12,Arizona,2009,False
4,Wake Forest,2009,False
13,Cleveland State,2009,False
6,West Virginia,2009,False
11,Dayton,2009,False
3,Kansas,2009,False
14,North Dakota State,2009,False
7,Boston College,2009,False
10,USC,2009,False
2,Michigan State,2009,False
15,Robert Morris,2009,False
1,UNC,2009,True
16,Radford,2009,False
8,LSU,2009,False
9,Butler,2009,False
5,Illinois,2009,False
12,Western Kentucky,2009,False
4,Gonzaga,2009,False
13,Akron,2009,False
6,Arizona State,2009,False
11,Temple,2009,False
3,Syracuse,2009,False
14,Stephen F. Austin,2009,False
7,Clemson,2009,False
10,Michigan,2009,False
2,Oklahoma,2009,False
15,Morgan State,2009,False
1,UConn,2009,False
16,Chattanooga,2009,False
8,BYU,2009,False
9,Texas A&M,2009,False
5,Purdue,2009,False
12,Northern Iowa,2009,False
4,Washington,2009,False
13,Mississippi State,2009,False
6,Marquette,2009,False
11,Utah State,2009,False
3,Missouri,2009,False
14,Cornell,2009,False
7,California,2009,False
10,Maryland,2009,False
2,Memphis,2009,False
15,Cal State Northridge,2009,False
1,Kentucky,2010,False
16,ETSU,2010,False
8,Texas,2010,False
9,Wake Forest,2010,False
5,Temple,2010,False
12,Cornell,2010,False
4,Wisconsin,2010,False
13,Wofford,2010,False
6,Marquette,2010,False
11,Washington,2010,False
3,New Mexico,2010,False
14,Montana,2010,False
7,Clemson,2010,False
10,Missouri,2010,False
2,West Virginia,2010,False
15,Morgan State,2010,False
1,Kansas,2010,False
16,Lehigh,2010,False
8,UNLV,2010,False
9,Northern Iowa,2010,False
5,Michigan State,2010,False
12,New Mexico State,2010,False
4,Maryland,2010,False
13,Houston,2010,False
6,Tennessee,2010,False
11,San Diego State,2010,False
3,Georgetown,2010,False
14,Ohio,2010,False
7,Oklahoma State,2010,False
10,Georgia Tech,2010,False
2,Ohio State,2010,False
15,UCSB,2010,False
1,Duke,2010,True
16,Arkansas-Pine Bluff,2010,False
8,California,2010,False
9,Louisville,2010,False
5,Texas A&M,2010,False
12,Utah State,2010,False
4,Purdue,2010,False
13,Siena,2010,False
6,Notre Dame,2010,False
11,Old Dominion,2010,False
3,Baylor,2010,False
14,Sam Houston,2010,False
7,Richmond,2010,False
10,Saint Mary's,2010,False
2,Villanova,2010,False
15,Robert Morris,2010,False
1,Syracuse,2010,False
16,Vermont,2010,False
8,Gonzaga,2010,False
9,Florida State,2010,False
5,Butler,2010,False
12,UTEP,2010,False
4,Vanderbilt,2010,False
13,Murray State,2010,False
6,Xavier,2010,False
11,Minnesota,2010,False
3,Pitt,2010,False
14,Oakland,2010,False
7,BYU,2010,False
10,Florida,2010,False
2,Kansas State,2010,False
15,North Texas,2010,False
1,Ohio State,2011,False
16,UTSA,2011,False
8,George Mason,2011,False
9,Villanova,2011,False
5,West Virginia,2011,False
12,Clemson,2011,False
4,Kentucky,2011,False
13,Princeton,2011,False
6,Xavier,2011,False
11,Marquette,2011,False
3,Syracuse,2011,False
14,Indiana State,2011,False
7,Washington,2011,False
10,Georgia,2011,False
2,UNC,2011,False
15,LIU,2011,False
1,Pitt,2011,False
16,UNC Asheville,2011,False
8,Butler,2011,False
9,Old Dominion,2011,False
5,Kansas State,2011,False
12,Utah State,2011,False
4,Wisconsin,2011,False
13,Belmont,2011,False
6,St. John's (NY),2011,False
11,Gonzaga,2011,False
3,BYU,2011,False
14,Wofford,2011,False
7,UCLA,2011,False
10,Michigan State,2011,False
2,Florida,2011,False
15,UCSB,2011,False
1,Kansas,2011,False
16,Boston University,2011,False
8,UNLV,2011,False
9,Illinois,2011,False
5,Vanderbilt,2011,False
12,Richmond,2011,False
4,Louisville,2011,False
13,Morehead State,2011,False
6,Georgetown,2011,False
11,VCU,2011,False
3,Purdue,2011,False
14,St. Peter's,2011,False
7,Texas A&M,2011,False
10,Florida State,2011,False
2,Notre Dame,2011,False
15,Akron,2011,False
1,Duke,2011,False
16,Hampton,2011,False
8,Michigan,2011,False
9,Tennessee,2011,False
5,Arizona,2011,False
12,Memphis,2011,False
4,Texas,2011,False
13,Oakland,2011,False
6,Cincinnati,2011,False
11,Missouri,2011,False
3,UConn,2011,True
14,Bucknell,2011,False
7,Temple,2011,False
10,Penn State,2011,False
2,San Diego State,2011,False
15,Northern Colorado,2011,False
1,Syracuse,2012,False
16,UNC Asheville,2012,False
8,Kansas State,2012,False
9,Southern Miss,2012,False
5,Vanderbilt,2012,False
12,Harvard,2012,False
4,Wisconsin,2012,False
13,Montana,2012,False
6,Cincinnati,2012,False
11,Texas,2012,False
3,Florida State,2012,False
14,St. Bonaventure,2012,False
7,Gonzaga,2012,False
10,West Virginia,2012,False
2,Ohio State,2012,False
15,Loyola (MD),2012,False
1,UNC,2012,False
16,Vermont,2012,False
8,Creighton,2012,False
9,Alabama,2012,False
5,Temple,2012,False
12,South Florida,2012,False
4,Michigan,2012,False
13,Ohio,2012,False
6,San Diego State,2012,False
11,NC State,2012,False
3,Georgetown,2012,False
14,Belmont,2012,False
7,Saint Mary's,2012,False
10,Purdue,2012,False
2,Kansas,2012,False
15,Detroit Mercy,2012,False
1,Kentucky,2012,True
16,Western Kentucky,2012,False
8,Iowa State,2012,False
9,UConn,2012,False
5,Wichita State,2012,False
12,VCU,2012,False
4,Indiana,2012,False
13,New Mexico State,2012,False
6,UNLV,2012,False
11,Colorado,2012,False
3,Baylor,2012,False
14,South Dakota State,2012,False
7,Notre Dame,2012,False
10,Xavier,2012,False
2,Duke,2012,False
15,Lehigh,2012,False
1,Michigan State,2012,False
16,LIU,2012,False
8,Memphis,2012,False
9,Saint Louis,2012,False
5,New Mexico,2012,False
12,Long Beach State,2012,False
4,Louisville,2012,False
13,Davidson,2012,False
6,Murray State,2012,False
11,Colorado State,2012,False
3,Marquette,2012,False
14,BYU,2012,False
7,Florida,2012,False
10,Virginia,2012,False
2,Missouri,2012,False
15,Norfolk State,2012,False
1,Indiana,2013,False
16,James Madison,2013,False
8,NC State,2013,False
9,Temple,2013,False
5,UNLV,2013,False
12,California,2013,False
4,Syracuse,2013,False
13,Montana,2013,False
6,Butler,2013,False
11,Bucknell,2013,False
3,Marquette,2013,False
14,Davidson,2013,False
7,Illinois,2013,False
10,Colorado,2013,False
2,Miami (FL),2013,False
15,Pacific,2013,False
1,Louisville,2013,True
16,North Carolina A&T,2013,False
8,Colorado State,2013,False
9,Missouri,2013,False
5,Oklahoma State,2013,False
12,Oregon,2013,False
4,Saint Louis,2013,False
13,New Mexico State,2013,False
6,Memphis,2013,False
11,Saint Mary's,2013,False
3,Michigan State,2013,False
14,Valparaiso,2013,False
7,Creighton,2013,False
10,Cincinnati,2013,False
2,Duke,2013,False
15,Albany (NY),2013,False
1,Kansas,2013,False
16,Western Kentucky,2013,False
8,UNC,2013,False
9,Villanova,2013,False
5,VCU,2013,False
12,Akron,2013,False
4,Michigan,2013,False
13,South Dakota State,2013,False
6,UCLA,2013,False
11,Minnesota,2013,False
3,Florida,2013,False
14,Northwestern State,2013,False
7,San Diego State,2013,False
10,Oklahoma,2013,False
2,Georgetown,2013,False
15,Florida Gulf Coast,2013,False
1,Gonzaga,2013,False
16,Southern,2013,False
8,Pitt,2013,False
9,Wichita State,2013,False
5,Wisconsin,2013,False
12,Ole Miss,2013,False
4,Kansas State,2013,False
13,La Salle,2013,False
6,Arizona,2013,False
11,Belmont,2013,False
3,New Mexico,2013,False
14,Harvard,2013,False
7,Notre Dame,2013,False
10,Iowa State,2013,False
2,Ohio State,2013,False
15,Iona,2013,False
1,Virginia,2014,False
16,Coastal Carolina,2014,False
8,Memphis,2014,False
9,George Washington,2014,False
5,Cincinnati,2014,False
12,Harvard,2014,False
4,Michigan State,2014,False
13,Delaware,2014,False
6,UNC,2014,False
11,Providence,2014,False
3,Iowa State,2014,False
14,North Carolina Central,2014,False
7,UConn,2014,True
10,St. Joseph's,2014,False
2,Villanova,2014,False
15,Milwaukee,2014,False
1,Wichita State,2014,False
16,Cal Poly,2014,False
8,Kentucky,2014,False
9,Kansas State,2014,False
5,Saint Louis,2014,False
12,NC State,2014,False
4,Louisville,2014,False
13,Manhattan,2014,False
6,UMass,2014,False
11,Tennessee,2014,False
3,Duke,2014,False
14,Mercer,2014,False
7,Texas,2014,False
10,Arizona State,2014,False
2,Michigan,2014,False
15,Wofford,2014,False
1,Florida,2014,False
16,Albany (NY),2014,False
8,Colorado,2014,False
9,Pitt,2014,False
5,VCU,2014,False
12,Stephen F. Austin,2014,False
4,UCLA,2014,False
13,Tulsa,2014,False
6,Ohio State,2014,False
11,Dayton,2014,False
3,Syracuse,2014,False
14,Western Michigan,2014,False
7,New Mexico,2014,False
10,Stanford,2014,False
2,Kansas,2014,False
15,Eastern Kentucky,2014,False
1,Arizona,2014,False
16,Weber State,2014,False
8,Gonzaga,2014,False
9,Oklahoma State,2014,False
5,Oklahoma,2014,False
12,North Dakota State,2014,False
4,San Diego State,2014,False
13,New Mexico State,2014,False
6,Baylor,2014,False
11,Nebraska,2014,False
3,Creighton,2014,False
14,Louisiana,2014,False
7,Oregon,2014,False
10,BYU,2014,False
2,Wisconsin,2014,False
15,American,2014,False
1,Villanova,2015,False
16,Lafayette,2015,False
8,NC State,2015,False
9,LSU,2015,False
5,Northern Iowa,2015,False
12,Wyoming,2015,False
4,Louisville,2015,False
13,UC-Irvine,2015,False
6,Providence,2015,False
11,Dayton,2015,False
3,Oklahoma,2015,False
14,Albany (NY),2015,False
7,Michigan State,2015,False
10,Georgia,2015,False
2,Virginia,2015,False
15,Belmont,2015,False
1,Kentucky,2015,False
16,Hampton,2015,False
8,Cincinnati,2015,False
9,Purdue,2015,False
5,West Virginia,2015,False
12,Buffalo,2015,False
4,Maryland,2015,False
13,Valparaiso,2015,False
6,Butler,2015,False
11,Texas,2015,False
3,Notre Dame,2015,False
14,Northeastern,2015,False
7,Wichita State,2015,False
10,Indiana,2015,False
2,Kansas,2015,False
15,New Mexico State,2015,False
1,Duke,2015,True
16,Robert Morris,2015,False
8,San Diego State,2015,False
9,St. John's (NY),2015,False
5,Utah,2015,False
12,Stephen F. Austin,2015,False
4,Georgetown,2015,False
13,Eastern Washington,2015,False
6,SMU,2015,False
11,UCLA,2015,False
3,Iowa State,2015,False
14,UAB,2015,False
7,Iowa,2015,False
10,Davidson,2015,False
2,Gonzaga,2015,False
15,North Dakota State,2015,False
1,Wisconsin,2015,False
16,Coastal Carolina,2015,False
8,Oregon,2015,False
9,Oklahoma State,2015,False
5,Arkansas,2015,False
12,Wofford,2015,False
4,UNC,2015,False
13,Harvard,2015,False
6,Xavier,2015,False
11,Ole Miss,2015,False
3,Baylor,2015,False
14,Georgia State,2015,False
7,VCU,2015,False
10,Ohio State,2015,False
2,Arizona,2015,False
15,Texas Southern,2015,False
1,UNC,2016,False
16,Florida Gulf Coast,2016,False
8,USC,2016,False
9,Providence,2016,False
5,Indiana,2016,False
12,Chattanooga,2016,False
4,Kentucky,2016,False
13,Stony Brook,2016,False
6,Notre Dame,2016,False
11,Michigan,2016,False
3,West Virginia,2016,False
14,Stephen F. Austin,2016,False
7,Wisconsin,2016,False
10,Pitt,2016,False
2,Xavier,2016,False
15,Weber State,2016,False
1,Virginia,2016,False
16,Hampton,2016,False
8,Texas Tech,2016,False
9,Butler,2016,False
5,Purdue,2016,False
12,Little Rock,2016,False
4,Iowa State,2016,False
13,Iona,2016,False
6,Seton Hall,2016,False
11,Gonzaga,2016,False
3,Utah,2016,False
14,Fresno State,2016,False
7,Dayton,2016,False
10,Syracuse,2016,False
2,Michigan State,2016,False
15,Middle Tennessee,2016,False
1,Kansas,2016,False
16,Austin Peay,2016,False
8,Colorado,2016,False
9,UConn,2016,False
5,Maryland,2016,False
12,South Dakota State,2016,False
4,California,2016,False
13,Hawaii,2016,False
6,Arizona,2016,False
11,Wichita State,2016,False
3,Miami (FL),2016,False
14,Buffalo,2016,False
7,Iowa,2016,False
10,Temple,2016,False
2,Villanova,2016,True
15,UNC Asheville,2016,False
1,Oregon,2016,False
16,Holy Cross,2016,False
8,St. Joseph's,2016,False
9,Cincinnati,2016,False
5,Baylor,2016,False
12,Yale,2016,False
4,Duke,2016,False
13,UNC Wilmington,2016,False
6,Texas,2016,False
11,Northern Iowa,2016,False
3,Texas A&M,2016,False
14,Green Bay,2016,False
7,Oregon State,2016,False
10,VCU,2016,False
2,Oklahoma,2016,False
15,Cal State Bakersfield,2016,False
1,Villanova,2017,False
16,Mount St. Mary's,2017,False
8,Wisconsin,2017,False
9,Virginia Tech,2017,False
5,Virginia,2017,False
12,UNC Wilmington,2017,False
4,Florida,2017,False
13,ETSU,2017,False
6,SMU,2017,False
11,USC,2017,False
3,Baylor,2017,False
14,New Mexico State,2017,False
7,South Carolina,2017,False
10,Marquette,2017,False
2,Duke,2017,False
15,Troy,2017,False
1,Kansas,2017,False
16,UC-Davis,2017,False
8,Miami (FL),2017,False
9,Michigan State,2017,False
5,Iowa State,2017,False
12,Nevada,2017,False
4,Purdue,2017,False
13,Vermont,2017,False
6,Creighton,2017,False
11,Rhode Island,2017,False
3,Oregon,2017,False
14,Iona,2017,False
7,Michigan,2017,False
10,Oklahoma State,2017,False
2,Louisville,2017,False
15,Jacksonville State,2017,False
1,UNC,2017,True
16,Texas Southern,2017,False
8,Arkansas,2017,False
9,Seton Hall,2017,False
5,Minnesota,2017,False
12,Middle Tennessee,2017,False
4,Butler,2017,False
13,Winthrop,2017,False
6,Cincinnati,2017,False
11,Kansas State,2017,False
3,UCLA,2017,False
14,Kent State,2017,False
7,Dayton,2017,False
10,Wichita State,2017,False
2,Kentucky,2017,False
15,Northern Kentucky,2017,False
1,Gonzaga,2017,False
16,South Dakota State,2017,False
8,Northwestern,2017,False
9,Vanderbilt,2017,False
5,Notre Dame,2017,False
12,Princeton,2017,False
4,West Virginia,2017,False
13,Bucknell,2017,False
6,Maryland,2017,False
11,Xavier,2017,False
3,Florida State,2017,False
14,Florida Gulf Coast,2017,False
7,Saint Mary's,2017,False
10,VCU,2017,False
2,Arizona,2017,False
15,North Dakota,2017,False
1,Villanova,2018,True
16,Radford,2018,False
8,Virginia Tech,2018,False
9,Alabama,2018,False
5,West Virginia,2018,False
12,Murray State,2018,False
4,Wichita State,2018,False
13,Marshall,2018,False
6,Florida,2018,False
11,St. Bonaventure,2018,False
3,Texas Tech,2018,False
14,Stephen F. Austin,2018,False
7,Arkansas,2018,False
10,Butler,2018,False
2,Purdue,2018,False
15,Cal State Fullerton,2018,False
1,Kansas,2018,False
16,Penn,2018,False
8,Seton Hall,2018,False
9,NC State,2018,False
5,Clemson,2018,False
12,New Mexico State,2018,False
4,Auburn,2018,False
13,College of Charleston,2018,False
6,TCU,2018,False
11,Syracuse,2018,False
3,Michigan State,2018,False
14,Bucknell,2018,False
7,Rhode Island,2018,False
10,Oklahoma,2018,False
2,Duke,2018,False
15,Iona,2018,False
1,Virginia,2018,False
16,UMBC,2018,False
8,Creighton,2018,False
9,Kansas State,2018,False
5,Kentucky,2018,False
12,Davidson,2018,False
4,Arizona,2018,False
13,Buffalo,2018,False
6,Miami (FL),2018,False
11,Loyola (IL),2018,False
3,Tennessee,2018,False
14,Wright State,2018,False
7,Nevada,2018,False
10,Texas,2018,False
2,Cincinnati,2018,False
15,Georgia State,2018,False
1,Xavier,2018,False
16,Texas Southern,2018,False
8,Missouri,2018,False
9,Florida State,2018,False
5,Ohio State,2018,False
12,South Dakota State,2018,False
4,Gonzaga,2018,False
13,UNC Greensboro,2018,False
6,Houston,2018,False
11,San Diego State,2018,False
3,Michigan,2018,False
14,Montana,2018,False
7,Texas A&M,2018,False
10,Providence,2018,False
2,UNC,2018,False
15,Lipscomb,2018,False
1,Duke,2019,False
16,North Dakota State,2019,False
8,VCU,2019,False
9,UCF,2019,False
5,Mississippi State,2019,False
12,Liberty,2019,False
4,Virginia Tech,2019,False
13,Saint Louis,2019,False
6,Maryland,2019,False
11,Belmont,2019,False
3,LSU,2019,False
14,Yale,2019,False
7,Louisville,2019,False
10,Minnesota,2019,False
2,Michigan State,2019,False
15,Bradley,2019,False
1,UNC,2019,False
16,Iona,2019,False
8,Utah State,2019,False
9,Washington,2019,False
5,Auburn,2019,False
12,New Mexico State,2019,False
4,Kansas,2019,False
13,Northeastern,2019,False
6,Iowa State,2019,False
11,Ohio State,2019,False
3,Houston,2019,False
14,Georgia State,2019,False
7,Wofford,2019,False
10,Seton Hall,2019,False
2,Kentucky,2019,False
