year,rank,overall_wins,overall_win_loss_percentage,conference_wins,conference_losses,own_points_per_game,simple_rating_system,ap_pre,ap_high,ap_final,conference_tournament_champion,poy,points,steals,steals per game,assists,assists per game,blocks,blocks per game,champion
1989,2,25,0.735,12,4,94.3,3.4,26,26,26,False,0,0,1,0,0,0,0,0,0
1989,2,29,0.784,10,4,87.8,10.49,14,3,6,True,0,0,0,0,0,0,0,0,0
1989,1,20,0.645,11,3,74.6,1.7,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,1,21,0.618,13,5,75.7,7.83,15,15,26,False,0,0,0,0,0,0,0,0,0
1989,1,23,0.697,12,4,64.1,4.73,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,3,30,0.789,10,6,89.2,9.23,8,2,7,False,0,0,0,0,1,1,1,0,0
1989,1,23,0.742,11,3,80.8,-7.34,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,1,30,0.833,12,2,102.2,10.25,5,1,4,False,0,0,1,1,0,0,0,0,0
1989,4,20,0.645,7,7,83.0,-0.43,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,1,26,0.813,13,1,82.7,-0.96,26,26,26,True,0,1,0,0,0,0,0,0,0
1989,2,23,0.719,6,4,80.8,2.1,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,3,22,0.667,9,5,81.9,11.17,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,6,18,0.621,7,9,85.3,5.82,26,20,26,False,0,0,1,1,0,0,0,0,0
1989,1,22,0.733,9,3,91.7,4.19,16,7,16,False,0,0,0,0,0,0,0,0,0
1989,1,23,0.742,10,2,88.8,-2.67,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,2,23,0.742,12,6,76.0,3.52,26,20,20,True,0,0,0,0,0,0,0,0,0
1989,1,23,0.719,11,3,91.1,2.26,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,3,30,0.811,12,6,90.9,12.06,3,2,10,False,0,1,0,0,0,0,0,0,1
1989,3,21,0.636,7,5,82.0,2.52,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,4,21,0.677,13,5,81.2,9.51,26,20,26,False,0,0,0,0,0,0,0,0,0
1989,5,17,0.586,7,7,86.6,8.89,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,4,29,0.784,9,5,90.0,12.41,6,3,5,True,0,0,0,0,0,0,0,0,0
1989,1,20,0.645,10,4,95.3,-5.9,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,1,29,0.879,17,1,84.5,10.26,11,1,1,True,1,0,0,0,0,0,0,0,0
1989,1,21,0.7,12,4,76.8,-11.34,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,1,25,0.833,12,2,74.8,-1.02,26,17,26,False,0,0,0,0,0,0,0,0,0
1989,6,19,0.633,7,7,79.6,7.62,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,3,21,0.656,8,4,79.2,6.36,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,1,29,0.784,16,2,85.3,6.66,10,8,15,True,0,0,0,0,0,0,0,0,0
1989,1,25,0.806,13,3,75.4,-2.62,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,3,22,0.733,13,5,77.1,8.6,26,26,26,False,0,0,0,0,0,0,0,0,0
1989,1,25,0.806,10,2,82.6,1.38,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,2,31,0.816,11,5,81.1,9.16,26,9,11,False,0,0,0,0,0,0,0,0,0
1989,1,21,0.677,10,2,69.0,0.69,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,2,26,0.788,11,5,77.5,3.41,26,26,26,True,0,0,0,0,0,0,0,0,0
1989,4,20,0.625,11,7,91.5,6.44,26,19,26,False,0,1,0,0,0,0,0,0,0
1989,1,27,0.771,15,3,78.5,12.84,26,3,8,False,0,0,0,0,0,0,0,0,0
1989,2,20,0.645,10,4,76.9,-5.65,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,2,31,0.838,12,4,78.5,7.0,26,4,4,True,0,0,1,1,0,0,0,0,0
1990,2,18,0.6,9,3,72.3,-2.87,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,7,18,0.621,8,10,78.1,10.89,14,9,26,False,0,0,0,0,0,0,0,0,0
1990,3,22,0.688,12,6,75.2,6.09,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,1,26,0.743,10,4,79.1,6.38,26,17,17,False,0,0,0,0,0,0,0,0,0
1990,2,21,0.7,11,5,70.3,4.83,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,7,30,0.938,16,0,86.1,-1.34,26,11,12,True,1,0,0,0,0,0,0,0,0
1990,2,20,0.625,9,5,81.3,3.29,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,4,24,0.706,10,6,71.8,7.28,25,15,26,False,0,0,0,0,0,0,0,0,0
1990,1,20,0.645,15,3,68.6,3.93,15,15,26,True,0,0,0,0,0,0,0,0,0
1990,2,29,0.763,9,5,89.1,8.81,10,3,15,False,0,0,0,0,1,0,0,0,0
1990,2,22,0.688,10,4,70.0,-1.14,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,4,22,0.667,11,7,80.2,8.75,13,13,26,False,0,0,0,0,0,0,0,0,0
1990,1,22,0.71,12,2,80.1,2.16,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,3,30,0.857,11,3,90.5,8.31,26,1,5,False,0,0,0,0,0,0,0,0,0
1990,1,22,0.733,12,4,75.9,-5.92,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,2,27,0.844,11,3,98.8,9.37,16,1,1,True,0,0,0,0,0,0,0,0,0
1990,2,18,0.581,8,6,79.2,-4.58,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,4,21,0.618,8,6,82.6,10.97,7,7,26,False,0,0,0,0,0,0,0,0,0
1990,1,22,0.759,11,1,76.9,-0.24,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,4,21,0.724,11,7,81.1,9.82,8,4,18,False,0,0,0,0,0,0,0,0,0
1990,2,22,0.688,10,4,89.7,3.69,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,30,0.857,14,2,95.6,4.07,9,3,7,True,0,0,0,0,0,0,0,0,0
1990,1,20,0.741,11,3,62.0,-5.41,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,1,28,0.848,12,2,83.3,3.85,26,19,25,False,0,0,0,0,0,0,0,0,0
1990,4,17,0.531,7,7,72.3,8.81,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,3,24,0.774,11,5,79.1,9.14,5,2,8,False,0,0,0,0,0,0,1,1,0
1990,2,19,0.613,10,4,83.6,-5.72,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,20,0.69,13,5,82.7,5.51,26,25,26,False,0,0,0,0,0,0,0,0,0
1990,3,24,0.727,12,4,93.7,5.36,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,2,22,0.733,13,5,71.8,11.33,26,8,10,False,0,0,0,0,0,0,0,0,0
1990,1,22,0.733,13,1,79.8,-7.34,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,28,0.824,15,3,76.2,8.86,26,3,3,False,0,0,0,0,0,0,0,0,0
1990,1,21,0.7,10,2,73.7,-4.61,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,2,25,0.758,13,3,80.5,4.48,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,3,21,0.7,13,5,75.6,4.98,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,3,23,0.719,12,6,91.6,7.64,2,2,19,False,0,1,0,0,0,0,0,0,0
1990,5,18,0.545,8,8,70.4,8.9,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,3,28,0.8,8,6,88.5,10.33,22,8,9,True,0,1,0,0,1,0,0,0,0
1990,1,27,0.794,12,2,87.1,-1.89,26,26,26,True,0,0,0,0,1,1,0,0,0
1990,5,23,0.719,11,7,83.1,8.86,20,16,20,False,0,0,0,0,0,0,0,0,0
1990,4,21,0.656,10,6,69.3,4.52,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,26,0.813,12,2,85.3,10.12,11,1,11,False,0,0,0,0,0,0,0,0,0
1990,4,23,0.719,6,6,76.1,0.29,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,5,20,0.625,6,8,72.5,9.57,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,1,26,0.788,12,4,81.0,8.85,3,1,6,False,0,0,0,0,0,0,0,0,0
1990,1,26,0.788,15,1,75.1,-10.11,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,35,0.875,16,2,93.5,9.43,1,1,2,True,0,0,1,0,1,0,0,0,1
1990,3,20,0.667,12,4,86.9,-5.53,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,6,17,0.567,10,8,75.6,11.93,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,6,17,0.586,8,8,83.9,7.05,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,2,22,0.759,15,3,78.3,6.91,26,16,22,False,0,0,1,1,0,0,0,0,0
1990,1,26,0.788,13,3,70.3,1.05,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,1,27,0.771,12,2,83.6,6.65,12,4,16,True,0,0,0,0,0,0,0,0,0
1990,1,25,0.806,13,3,76.0,-3.92,26,26,26,True,0,0,0,0,1,1,0,0,0
1990,2,26,0.839,16,2,80.0,4.85,26,23,24,False,0,0,0,0,0,0,0,0,0
1990,1,26,0.813,13,1,122.4,1.95,26,19,21,False,0,1,0,0,0,0,0,0,0
1990,3,23,0.742,12,6,85.5,10.2,4,3,13,False,0,0,0,0,0,0,0,0,0
1990,3,18,0.581,9,5,72.1,3.18,26,26,26,True,0,0,0,0,0,0,0,0,0
1990,2,26,0.743,12,6,71.7,5.79,26,19,23,True,0,0,0,0,0,0,0,0,0
1990,1,21,0.7,11,5,66.9,3.17,26,26,26,False,0,0,0,0,0,0,0,0,0
1990,1,25,0.781,15,3,78.9,9.03,6,2,14,True,0,0,0,0,0,0,0,0,0
1990,2,20,0.645,9,5,78.5,-1.69,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,2,29,0.829,10,4,87.6,10.9,5,4,4,True,0,0,0,0,0,0,0,0,0
1991,1,22,0.667,8,2,77.0,-4.2,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,1,24,0.889,14,0,61.6,-4.19,26,18,18,False,0,0,0,0,0,0,0,0,0
1991,8,17,0.531,7,9,72.9,12.29,26,24,26,False,0,0,0,0,0,0,0,0,0
1991,2,20,0.69,13,5,80.8,7.04,26,18,21,False,0,0,0,0,0,0,0,0,0
1991,1,26,0.788,13,3,76.8,0.5,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,2,23,0.719,11,7,92.7,9.11,11,5,16,False,0,0,0,0,0,0,0,0,0
1991,3,21,0.656,10,8,74.3,3.68,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,4,20,0.645,8,6,89.3,9.34,26,26,26,False,0,0,0,0,1,1,0,0,0
1991,1,21,0.724,10,4,83.2,3.39,24,9,25,False,0,0,0,0,0,0,0,0,0
1991,1,24,0.75,10,4,79.7,7.71,26,12,14,False,0,0,0,0,0,0,0,0,0
1991,3,20,0.667,10,6,76.9,2.42,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,6,17,0.586,9,9,69.3,8.87,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,2,24,0.706,13,5,70.3,6.37,19,19,26,False,0,0,0,0,0,0,0,0,0
1991,1,26,0.813,12,4,83.2,8.3,13,3,7,False,0,0,0,0,0,0,0,0,0
1991,2,22,0.688,10,4,71.7,-1.38,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,1,27,0.871,15,3,84.6,4.99,10,2,5,False,0,0,0,0,0,0,0,0,0
1991,1,19,0.633,10,2,77.6,-4.65,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,5,17,0.567,6,8,82.5,10.83,16,14,26,False,0,0,0,0,0,0,0,0,0
1991,2,23,0.719,13,3,86.8,7.78,22,22,23,False,0,0,0,0,0,0,0,0,0
1991,3,24,0.774,11,5,70.5,-0.98,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,2,23,0.719,10,6,72.8,9.49,25,5,20,False,0,0,0,0,0,0,0,0,0
1991,1,25,0.806,14,2,67.8,-3.09,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,3,20,0.667,13,5,90.1,8.99,14,10,22,False,1,0,0,0,0,0,1,1,0
1991,3,20,0.645,9,7,73.4,8.84,17,9,26,False,0,0,1,1,0,0,0,0,0
1991,3,26,0.765,9,5,87.6,9.49,26,11,11,False,0,0,0,0,0,0,0,0,0
1991,1,22,0.688,11,3,81.0,-1.52,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,5,21,0.656,9,9,75.8,7.59,26,22,26,False,0,0,0,0,0,0,0,0,0
1991,1,28,0.848,11,3,93.0,-2.47,26,10,17,True,0,0,1,0,1,1,0,0,0
1991,1,32,0.821,11,3,87.7,10.63,6,5,6,False,0,0,0,0,1,0,0,0,1
1991,1,25,0.758,13,1,83.9,-8.06,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,1,34,0.895,15,1,99.6,8.63,2,2,2,True,0,0,1,0,0,0,0,0,0
1991,5,16,0.516,7,7,79.1,-9.16,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,3,20,0.667,10,8,79.3,8.92,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,1,19,0.655,14,4,75.9,6.57,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,3,19,0.633,8,6,80.5,8.19,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,3,21,0.677,8,4,80.3,1.26,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,4,23,0.697,12,6,78.2,8.7,7,6,19,True,0,0,0,0,0,0,0,0,0
1991,1,24,0.727,10,2,78.7,-3.83,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,5,21,0.636,9,7,83.3,10.71,12,11,26,False,0,0,0,0,0,0,0,0,0
1991,6,17,0.567,9,9,82.1,8.42,21,11,26,False,0,0,0,0,0,0,0,0,0
1991,2,27,0.771,10,4,83.3,11.37,26,8,12,False,0,0,0,0,0,0,0,0,0
1991,1,23,0.742,9,3,73.9,-0.65,26,21,26,False,0,0,0,0,0,0,0,0,0
1991,2,21,0.656,9,5,79.3,5.46,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,4,19,0.655,10,8,81.3,5.9,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,2,29,0.853,15,3,84.8,7.68,8,3,3,False,0,0,0,0,0,0,0,0,0
1991,1,24,0.75,13,1,74.2,-9.47,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,1,34,0.971,18,0,97.7,4.34,1,1,1,True,0,0,0,0,1,1,0,0,0
1991,1,23,0.742,13,3,78.8,-5.2,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,6,19,0.594,8,8,64.3,14.32,9,5,26,False,0,0,0,0,0,0,1,1,0
1991,5,17,0.567,11,7,73.3,9.76,26,26,26,False,0,0,0,0,0,0,0,0,0
1991,4,19,0.633,11,7,71.3,9.33,4,4,26,False,0,0,0,0,0,0,0,0,0
1991,2,24,0.774,13,3,67.1,-0.77,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,1,30,0.882,15,1,73.0,3.8,26,8,10,False,0,0,0,0,0,0,0,0,0
1991,1,22,0.71,11,3,88.2,0.85,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,2,23,0.793,15,3,79.9,1.81,26,11,15,False,0,0,0,0,0,0,0,0,0
1991,1,24,0.75,12,4,76.9,3.79,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,4,25,0.735,9,7,77.6,10.05,26,13,13,True,0,0,0,0,0,0,0,0,0
1991,1,22,0.71,13,1,75.8,0.88,26,26,26,True,0,0,0,0,0,0,0,0,0
1991,6,21,0.636,6,8,74.3,9.32,18,11,26,False,0,0,0,0,0,0,0,0,0
1991,2,21,0.618,11,5,72.2,5.37,26,26,26,True,0,0,0,0,0,0,1,1,0
1991,1,28,0.8,14,4,86.3,9.66,3,2,8,False,0,0,0,0,0,0,0,0,0
1991,1,24,0.75,13,3,83.6,-5.23,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,34,0.944,14,2,88.0,10.21,1,1,1,True,1,0,0,0,0,0,0,0,1
1992,3,19,0.613,7,7,67.2,-10.8,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,23,0.657,11,3,89.6,6.28,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,5,19,0.633,10,8,81.1,8.99,21,16,26,False,0,0,0,0,0,0,0,1,0
1992,3,21,0.7,8,6,78.2,9.69,26,6,16,False,0,0,0,0,0,0,0,0,0
1992,3,20,0.625,10,6,79.8,4.94,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,1,23,0.719,12,6,74.3,8.33,9,6,19,False,0,0,0,0,0,0,0,0,0
1992,2,20,0.645,12,4,80.1,0.35,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,5,22,0.688,10,8,74.5,7.26,26,10,21,True,0,0,0,0,0,0,0,0,0
1992,1,22,0.786,12,2,58.0,-3.58,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,1,30,0.857,13,3,82.0,4.72,26,17,17,True,0,0,0,0,0,0,0,0,0
1992,1,18,0.581,11,3,71.1,-2.64,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,23,0.719,7,5,75.3,3.8,26,17,26,True,0,0,0,0,0,0,0,0,0
1992,6,21,0.618,5,9,79.3,8.77,26,23,26,False,0,0,0,0,0,0,0,0,0
1992,1,29,0.806,12,4,85.7,9.6,4,4,6,True,0,0,0,0,0,0,0,0,0
1992,4,15,0.5,8,6,74.4,1.62,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,27,0.844,11,3,84.2,9.82,12,2,2,True,0,0,0,0,0,0,0,0,0
1992,2,17,0.548,12,4,70.0,-10.71,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,24,0.8,8,2,79.0,1.35,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,27,0.794,12,4,71.2,5.56,26,19,26,False,0,0,0,0,0,0,0,0,0
1992,4,22,0.733,11,7,74.0,12.76,26,9,14,False,0,0,0,0,0,0,0,0,0
1992,3,23,0.742,13,5,64.1,-1.15,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,29,0.853,8,2,78.9,5.94,26,12,12,True,0,0,0,0,0,0,0,0,0
1992,1,27,0.871,14,0,80.2,-9.19,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,3,23,0.676,5,5,74.3,9.59,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,1,24,0.774,14,0,75.7,0.85,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,7,26,0.765,13,3,88.4,8.2,3,2,9,False,0,0,0,0,0,0,0,0,0
1992,1,17,0.567,11,3,83.2,-1.22,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,4,23,0.657,8,8,80.4,10.64,23,13,26,False,0,0,0,0,0,0,0,0,0
1992,1,25,0.806,11,3,76.0,4.35,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,24,0.8,15,3,78.6,7.38,26,8,8,False,0,0,0,0,0,0,0,0,0
1992,2,19,0.655,12,6,75.0,-5.09,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,26,0.813,15,3,80.6,10.62,7,3,3,False,0,0,0,0,0,0,0,0,0
1992,1,16,0.533,11,3,82.5,-9.81,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,5,19,0.655,7,7,80.5,8.5,26,25,26,False,0,0,0,0,0,0,0,0,0
1992,6,20,0.667,10,8,79.0,7.1,15,5,26,False,0,0,0,0,0,0,0,0,0
1992,9,26,0.743,10,6,78.2,7.3,17,9,13,False,0,0,0,0,0,0,0,0,0
1992,4,18,0.621,10,8,75.7,8.19,26,24,26,False,0,0,0,0,0,0,0,0,0
1992,3,23,0.697,9,7,83.5,10.16,8,4,18,False,0,0,0,0,0,0,0,0,0
1992,1,23,0.742,13,3,67.4,2.92,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,3,25,0.735,11,7,77.9,12.29,20,11,15,False,0,0,0,0,0,0,0,0,0
1992,2,17,0.567,11,5,70.5,8.42,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,3,24,0.774,13,5,84.8,8.19,5,2,10,False,0,0,0,0,0,0,0,0,0
1992,1,24,0.774,12,2,85.3,-1.79,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,3,19,0.633,12,6,71.4,9.35,10,7,26,False,0,0,0,0,0,0,0,0,0
1992,1,22,0.71,8,4,81.4,2.3,26,14,26,False,0,0,0,0,0,0,0,0,0
1992,2,28,0.778,8,6,74.7,10.78,13,2,11,False,0,0,0,0,0,0,0,0,0
1992,1,25,0.806,13,1,89.0,-7.22,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,1,28,0.848,16,2,83.5,9.82,11,2,4,False,0,0,0,0,0,0,0,0,0
1992,1,19,0.613,12,4,74.3,-6.81,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,4,19,0.633,7,5,77.5,8.21,25,20,26,False,0,0,0,0,0,0,0,0,0
1992,6,17,0.586,7,9,74.6,7.31,22,19,26,False,0,0,0,0,0,0,0,0,0
1992,2,20,0.69,8,2,81.1,6.7,18,15,24,False,0,0,0,0,0,0,0,0,0
1992,3,25,0.758,12,6,77.1,4.28,26,26,26,True,0,0,0,0,1,1,0,0,0
1992,4,21,0.7,8,6,92.4,8.62,19,14,23,False,0,0,0,0,0,0,0,0,0
1992,2,21,0.656,12,4,80.2,0.88,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,22,0.688,12,6,70.1,6.15,16,16,22,False,0,0,0,0,0,0,1,1,0
1992,3,19,0.655,7,5,75.8,3.4,26,26,26,False,0,0,0,0,0,0,0,0,0
1992,2,22,0.688,11,5,80.2,8.74,26,16,20,False,0,0,0,0,0,0,0,0,0
1992,1,27,0.871,14,2,76.0,-4.23,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,8,21,0.677,12,4,87.5,8.64,6,6,25,False,0,0,0,0,0,0,1,1,0
1992,1,25,0.781,12,4,80.2,3.95,26,26,26,True,0,0,0,0,0,0,0,0,0
1992,2,27,0.794,14,4,83.4,12.43,2,2,5,False,0,0,0,0,0,0,0,0,0
1992,4,17,0.548,9,7,67.6,-0.69,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,1,34,0.895,14,2,86.1,11.25,7,1,4,False,0,0,0,0,0,0,0,0,1
1993,7,13,0.433,4,10,67.8,0.94,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,3,19,0.633,8,6,77.2,6.4,26,26,26,False,0,0,0,0,0,0,0,0,0
1993,6,18,0.643,9,9,70.9,9.63,26,9,22,False,0,0,0,0,0,0,0,0,0
1993,2,19,0.633,12,6,75.4,9.48,26,25,26,False,0,0,0,0,0,0,0,0,0
1993,5,18,0.6,6,8,78.4,1.56,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,7,22,0.71,10,6,86.9,8.3,26,8,12,False,0,0,0,0,0,0,0,0,0
1993,2,23,0.767,12,2,85.4,-5.04,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,5,21,0.677,9,7,74.2,9.76,26,7,26,False,0,0,0,0,0,0,0,0,0
1993,1,23,0.767,12,2,73.1,-3.05,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,1,24,0.774,11,3,73.0,5.34,23,14,14,True,0,0,0,0,0,0,0,0,0
1993,1,22,0.815,14,0,72.2,-3.14,26,26,26,False,0,0,0,0,0,0,0,0,0
1993,1,26,0.765,15,3,76.9,4.11,26,21,24,False,0,0,0,0,1,1,0,0,0
1993,4,20,0.645,8,6,80.5,5.7,25,17,26,False,0,0,0,0,0,0,0,0,0
1993,1,27,0.844,8,2,74.5,6.62,21,4,7,True,0,0,0,0,0,0,0,0,0
1993,1,22,0.733,16,0,73.8,-11.06,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,1,31,0.886,17,1,86.5,11.09,4,1,1,False,1,0,0,0,0,0,0,0,0
1993,3,20,0.667,10,6,88.3,-5.97,26,26,26,True,0,0,1,1,0,1,0,0,0
1993,1,26,0.867,18,0,72.6,0.55,26,13,17,False,0,0,0,0,0,0,0,0,0
1993,1,24,0.8,12,2,73.0,2.75,26,18,26,False,0,0,0,0,0,0,0,0,0
1993,2,20,0.69,8,6,74.5,9.9,26,19,23,False,0,0,0,0,0,0,0,0,0
1993,3,20,0.714,6,4,73.8,2.29,26,15,26,False,0,0,0,0,0,0,0,0,0
1993,1,22,0.71,11,1,79.7,8.85,13,9,15,True,0,0,0,0,0,0,0,0,0
1993,3,22,0.733,10,4,74.5,-5.63,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,2,21,0.7,12,6,79.3,7.26,26,19,26,False,0,0,1,1,0,0,0,0,0
1993,8,22,0.667,9,7,78.7,5.27,26,26,26,False,0,0,0,0,0,0,0,0,0
1993,3,24,0.75,10,6,86.4,10.76,3,1,10,False,0,0,0,0,1,0,0,0,0
1993,2,23,0.697,12,6,77.2,2.14,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,2,25,0.735,15,3,80.9,4.09,26,21,26,False,0,0,0,0,0,0,0,0,0
1993,1,20,0.714,12,2,79.2,3.15,26,26,26,False,0,0,0,0,0,0,0,0,0
1993,1,29,0.806,11,3,81.9,10.88,2,1,9,False,0,0,0,0,0,0,0,0,0
1993,1,26,0.765,14,4,70.9,-4.68,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,2,30,0.882,13,3,87.5,9.23,5,1,2,True,0,0,0,0,0,0,0,0,0
1993,1,19,0.633,14,4,73.4,-8.28,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,1,24,0.774,15,3,77.0,2.28,26,9,19,False,0,0,0,0,0,0,0,0,0
1993,6,17,0.607,9,9,77.3,9.04,26,13,26,False,0,0,0,0,0,0,0,0,0
1993,4,21,0.7,10,6,77.7,9.32,26,9,16,False,0,0,0,0,0,0,0,0,0
1993,1,26,0.788,16,2,83.0,-3.06,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,3,23,0.719,11,7,77.6,8.14,11,8,13,False,0,0,0,0,0,0,0,0,0
1993,1,26,0.839,17,1,87.1,-5.08,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,5,19,0.633,7,7,70.3,6.91,26,23,26,False,0,0,0,0,0,0,0,0,0
1993,2,22,0.71,9,3,75.5,2.39,17,16,26,False,0,0,0,0,0,0,0,0,0
1993,2,25,0.714,12,4,86.3,11.44,9,6,11,False,0,0,0,0,0,0,0,0,0
1993,2,23,0.767,12,2,74.8,-0.88,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,2,26,0.813,14,4,85.1,1.75,26,20,20,True,0,0,1,0,0,0,0,0,0
1993,2,20,0.625,7,3,74.7,8.73,8,8,26,False,0,0,0,0,0,0,0,0,0
1993,1,28,0.8,14,4,77.6,9.07,6,6,6,True,0,0,0,0,0,0,0,0,0
1993,1,19,0.655,13,3,79.0,-4.56,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,2,31,0.861,15,3,81.9,11.9,1,1,3,False,0,0,0,0,0,0,0,0,0
1993,2,22,0.688,12,4,75.2,-7.88,26,26,26,True,0,0,0,0,0,0,0,0,0
1993,3,20,0.645,8,6,81.0,8.05,19,19,26,False,0,0,0,0,0,0,0,0,0
1993,3,22,0.667,11,7,78.4,9.05,24,11,26,False,0,0,0,0,0,0,0,0,0
1993,3,24,0.774,13,5,69.2,3.3,26,21,21,True,0,0,0,0,0,0,0,0,0
1993,2,21,0.7,8,6,76.4,4.26,26,26,26,False,0,0,0,0,0,0,0,0,0
